id,pred
2013_1125_1272,0.4940453827671524
2013_1125_1274,0.6394355024378722
2013_1125_1276,0.6261718541128374
2013_1125_1277,0.5562623505350466
2013_1125_1278,0.6536725888316453
2013_1125_1279,0.6631917559238957
2013_1125_1281,0.5380748282573875
2013_1125_1285,0.6226693721819815
2013_1125_1292,0.6475598528343846
2013_1125_1299,0.844125175444842
2013_1125_1301,0.5629078633866541
2013_1125_1307,0.6848804534261066
2013_1125_1308,0.6422871387189277
2013_1125_1314,0.6130597688949438
2013_1125_1322,0.7321766054390105
2013_1125_1323,0.5824519797708584
2013_1125_1326,0.6091619635971817
2013_1125_1328,0.743844171148939
2013_1125_1329,0.6319235400482676
2013_1125_1332,0.6785327333404123
2013_1125_1334,0.7546533448542391
2013_1125_1338,0.6238819979587358
2013_1125_1355,0.5639889826504239
2013_1125_1361,0.6733512680237885
2013_1125_1380,0.7316832628580656
2013_1125_1387,0.6829648807258705
2013_1125_1388,0.6032569444353981
2013_1125_1393,0.5949656236876933
2013_1125_1396,0.6546564637845775
2013_1125_1417,0.5335986191501833
2013_1125_1424,0.591801871881031
2013_1125_1433,0.6774504199800658
2013_1125_1434,0.6082590428035121
2013_1125_1437,0.7536357734014589
2013_1125_1443,0.7937790085244667
2013_1125_1455,0.6502511470109316
2013_1125_1458,0.7414666307363932
2013_1129_1137,0.31339365016087395
2013_1129_1139,0.4773577065647316
2013_1129_1143,0.37435720068660744
2013_1129_1153,0.5538301809974352
2013_1129_1160,0.46141411999030496
2013_1129_1161,0.4513634504184935
2013_1129_1166,0.298492366749067
2013_1129_1172,0.3870300862392532
2013_1129_1181,0.35718079483261117
2013_1129_1195,0.3138030223960273
2013_1129_1196,0.277980489101233
2013_1129_1207,0.317329480009566
2013_1129_1211,0.2413207237973569
2013_1129_1217,0.3335812326885197
2013_1129_1228,0.5772466631148218
2013_1129_1231,0.28332099820601786
2013_1129_1233,0.29621087180366706
2013_1129_1235,0.32712340072317814
2013_1129_1241,0.5371703902570012
2013_1129_1242,0.2504033134597742
2013_1129_1243,0.49843589999514337
2013_1129_1247,0.3419355941441537
2013_1129_1251,0.5547085515577844
2013_1129_1254,0.30896600356859183
2013_1129_1257,0.29481209087055005
2013_1129_1266,0.34368756275313617
2013_1129_1272,0.2418994804066224
2013_1129_1274,0.309295673368024
2013_1129_1276,0.39010626368519885
2013_1129_1277,0.2692503510918319
2013_1129_1278,0.43175176068335974
2013_1129_1279,0.39598687540826444
2013_1129_1281,0.3042420858097509
2013_1129_1285,0.3522993206129068
2013_1129_1292,0.35398756989605684
2013_1129_1299,0.607994137700903
2013_1129_1301,0.2944601050702362
2013_1129_1307,0.4403392475845549
2013_1129_1308,0.31068988465112035
2013_1129_1314,0.3870369625112507
2013_1129_1322,0.41146463613959444
2013_1129_1323,0.3174920548550662
2013_1129_1326,0.3187086984286887
2013_1129_1328,0.4896787103589459
2013_1129_1329,0.306804140529025
2013_1129_1332,0.3603065791370674
2013_1129_1334,0.5242873484504189
2013_1129_1338,0.32703085041847035
2013_1129_1355,0.36570008297750106
2013_1129_1361,0.40950472225352885
2013_1129_1380,0.44013381208573205
2013_1129_1387,0.4147136561181989
2013_1129_1388,0.33659549505306
2013_1129_1393,0.39228220769316985
2013_1129_1396,0.37597011721230145
2013_1129_1417,0.22143004751851852
2013_1129_1424,0.3581161495440804
2013_1129_1433,0.3803688513714956
2013_1129_1434,0.35850418743853074
2013_1129_1437,0.5416482381629578
2013_1129_1443,0.5635804262629561
2013_1129_1455,0.3711770911834671
2013_1129_1458,0.5152697796481421
2013_1137_1139,0.6577547169010837
2013_1137_1143,0.5963258784793185
2013_1137_1153,0.6958498211521085
2013_1137_1160,0.6859237555130755
2013_1137_1161,0.662073510503962
2013_1137_1166,0.4509352851182063
2013_1137_1172,0.6072164759146202
2013_1137_1181,0.5396810829789986
2013_1137_1195,0.47490570416161254
2013_1137_1196,0.4708795803574545
2013_1137_1207,0.5521862446928684
2013_1137_1211,0.4174083815045143
2013_1137_1217,0.5248094486674764
2013_1137_1228,0.7265104687744136
2013_1137_1231,0.47310239985997105
2013_1137_1233,0.5167625992304231
2013_1137_1235,0.5909626155456401
2013_1137_1241,0.6856078463445833
2013_1137_1242,0.4027047562234066
2013_1137_1243,0.6579174988585172
2013_1137_1247,0.5685936225195564
2013_1137_1251,0.7537925495586224
2013_1137_1254,0.52489717962149
2013_1137_1257,0.5020225407230189
2013_1137_1266,0.5652571125625142
2013_1137_1272,0.35214986154527306
2013_1137_1274,0.546869598924301
2013_1137_1276,0.5687472380144353
2013_1137_1277,0.42008385159272094
2013_1137_1278,0.5790743823020222
2013_1137_1279,0.5718642603124466
2013_1137_1281,0.508794435415566
2013_1137_1285,0.5867635752266057
2013_1137_1292,0.5652219728763953
2013_1137_1299,0.7668703901365103
2013_1137_1301,0.45315491435624866
2013_1137_1307,0.6203213245612903
2013_1137_1308,0.5275331078169111
2013_1137_1314,0.5748756293528721
2013_1137_1322,0.6065793693206132
2013_1137_1323,0.49611507197530286
2013_1137_1326,0.506712409713837
2013_1137_1328,0.6755009108890893
2013_1137_1329,0.5290748820679411
2013_1137_1332,0.5253059387188623
2013_1137_1334,0.7049091746289101
2013_1137_1338,0.516437887396501
2013_1137_1355,0.5339178390292785
2013_1137_1361,0.6162218376030393
2013_1137_1380,0.6618189520857448
2013_1137_1387,0.6466568458143128
2013_1137_1388,0.5347758189911742
2013_1137_1393,0.5230885417160616
2013_1137_1396,0.5996777740901603
2013_1137_1417,0.4224757470467575
2013_1137_1424,0.5336590586560268
2013_1137_1433,0.5505349830724191
2013_1137_1434,0.5652639937635553
2013_1137_1437,0.707507416002155
2013_1137_1443,0.7780863872880666
2013_1137_1455,0.5506791065943202
2013_1137_1458,0.656237585264036
2013_1139_1143,0.4155491865804785
2013_1139_1153,0.521931081420379
2013_1139_1160,0.5209901846051035
2013_1139_1161,0.5095042664362036
2013_1139_1166,0.3292902206897713
2013_1139_1172,0.41320460105226703
2013_1139_1181,0.36546596583222196
2013_1139_1195,0.3469933673028002
2013_1139_1196,0.3243504297627886
2013_1139_1207,0.3696663883653066
2013_1139_1211,0.28135960152717077
2013_1139_1217,0.34768125866852956
2013_1139_1228,0.5474653389418336
2013_1139_1231,0.3125036464720248
2013_1139_1233,0.3569508733350511
2013_1139_1235,0.3767351763554911
2013_1139_1241,0.5269597386741001
2013_1139_1242,0.28738646371522125
2013_1139_1243,0.48423651762916536
2013_1139_1247,0.3580086863592065
2013_1139_1251,0.5599610981586347
2013_1139_1254,0.34367441688440464
2013_1139_1257,0.3087002325313155
2013_1139_1266,0.37139738754591045
2013_1139_1272,0.284456158332877
2013_1139_1274,0.36722927257512045
2013_1139_1276,0.4106143123423352
2013_1139_1277,0.30177030261535676
2013_1139_1278,0.46046926917540826
2013_1139_1279,0.4152981341229865
2013_1139_1281,0.3314070601971491
2013_1139_1285,0.36989315678544843
2013_1139_1292,0.39081045772942685
2013_1139_1299,0.6169408659179766
2013_1139_1301,0.32102870805422123
2013_1139_1307,0.4286599569473989
2013_1139_1308,0.38424194242800214
2013_1139_1314,0.43190928602781054
2013_1139_1322,0.44779117609517716
2013_1139_1323,0.3560166668786221
2013_1139_1326,0.3666750022020617
2013_1139_1328,0.5165110021795256
2013_1139_1329,0.3490302172047625
2013_1139_1332,0.38193758516629034
2013_1139_1334,0.5561588548493305
2013_1139_1338,0.3740382982158062
2013_1139_1355,0.39050545385683577
2013_1139_1361,0.4428444034211879
2013_1139_1380,0.5059309441894596
2013_1139_1387,0.4426336379628988
2013_1139_1388,0.36987205436301496
2013_1139_1393,0.39769678732650465
2013_1139_1396,0.4037519438670103
2013_1139_1417,0.25906175266657455
2013_1139_1424,0.39422654219388586
2013_1139_1433,0.34168224886114745
2013_1139_1434,0.3762279008771257
2013_1139_1437,0.5253128518832865
2013_1139_1443,0.597421932694898
2013_1139_1455,0.43276473708807217
2013_1139_1458,0.5297603831887059
2013_1143_1153,0.6486252067988545
2013_1143_1160,0.6579353189030717
2013_1143_1161,0.6077963162794696
2013_1143_1166,0.38417008564336924
2013_1143_1172,0.5493390563995826
2013_1143_1181,0.44455399386142896
2013_1143_1195,0.42286191030003495
2013_1143_1196,0.4073271605291732
2013_1143_1207,0.4642348912031023
2013_1143_1211,0.3522904391492671
2013_1143_1217,0.43026218050794945
2013_1143_1228,0.6828810405131773
2013_1143_1231,0.38253926838285
2013_1143_1233,0.4657088252729403
2013_1143_1235,0.5160227490605637
2013_1143_1241,0.6308321940880118
2013_1143_1242,0.3675692398600017
2013_1143_1243,0.570347212840413
2013_1143_1247,0.47347109674368915
2013_1143_1251,0.6957569598211024
2013_1143_1254,0.44462571673820017
2013_1143_1257,0.41152646636436746
2013_1143_1266,0.4851157295335351
2013_1143_1272,0.3511590202327763
2013_1143_1274,0.5061309274377837
2013_1143_1276,0.5126867780431661
2013_1143_1277,0.369816646518102
2013_1143_1278,0.5313943391871871
2013_1143_1279,0.507521095405719
2013_1143_1281,0.44193985742954567
2013_1143_1285,0.4981911641567153
2013_1143_1292,0.5021667579729657
2013_1143_1299,0.7490660921679123
2013_1143_1301,0.3955416158292963
2013_1143_1307,0.5456126882387243
2013_1143_1308,0.4805123417311651
2013_1143_1314,0.5081816748110549
2013_1143_1322,0.5463760309192991
2013_1143_1323,0.43740872543527765
2013_1143_1326,0.44475316523122943
2013_1143_1328,0.606661323517925
2013_1143_1329,0.45979792105388667
2013_1143_1332,0.45999322370041873
2013_1143_1334,0.6558381598233121
2013_1143_1338,0.45120791850166236
2013_1143_1355,0.5024700990170643
2013_1143_1361,0.5494034791889224
2013_1143_1380,0.6431511565749776
2013_1143_1387,0.5613243557379987
2013_1143_1388,0.45896623985764945
2013_1143_1393,0.4843446546978437
2013_1143_1396,0.49324827124299947
2013_1143_1417,0.3472201683960483
2013_1143_1424,0.4767308228552048
2013_1143_1433,0.4843179311531678
2013_1143_1434,0.48260982114620754
2013_1143_1437,0.6501062525148924
2013_1143_1443,0.757545663045517
2013_1143_1455,0.5048024975404445
2013_1143_1458,0.613651539905162
2013_1153_1160,0.41506093192801946
2013_1153_1161,0.3986321586497052
2013_1153_1166,0.25699241444592086
2013_1153_1172,0.3759699624874551
2013_1153_1181,0.33180785244089833
2013_1153_1195,0.2852391409020101
2013_1153_1196,0.2758296898115205
2013_1153_1207,0.3236998947021082
2013_1153_1211,0.24373996214343274
2013_1153_1217,0.33755445980296467
2013_1153_1228,0.5464736415138214
2013_1153_1231,0.26336804623186394
2013_1153_1233,0.3002930985348362
2013_1153_1235,0.342005490174558
2013_1153_1241,0.47636518715523807
2013_1153_1242,0.2297312566288967
2013_1153_1243,0.4660826421658009
2013_1153_1247,0.36846271626885646
2013_1153_1251,0.49883625870987197
2013_1153_1254,0.30841845368913035
2013_1153_1257,0.2371262865619531
2013_1153_1266,0.37269091403712057
2013_1153_1272,0.22469336358307954
2013_1153_1274,0.31531172080845515
2013_1153_1276,0.3692733040920551
2013_1153_1277,0.2656482236189653
2013_1153_1278,0.33990155099640723
2013_1153_1279,0.28536433609888795
2013_1153_1281,0.31212177655790424
2013_1153_1285,0.3502174221558171
2013_1153_1292,0.3970679235124677
2013_1153_1299,0.5971037574496344
2013_1153_1301,0.28111714040231567
2013_1153_1307,0.40935089723503676
2013_1153_1308,0.32961105088292497
2013_1153_1314,0.32546254716685263
2013_1153_1322,0.3043538102263121
2013_1153_1323,0.3083205637799506
2013_1153_1326,0.3172759543824627
2013_1153_1328,0.36220281856038905
2013_1153_1329,0.25109700884156927
2013_1153_1332,0.27930013180190555
2013_1153_1334,0.5027733165310629
2013_1153_1338,0.3306601731570803
2013_1153_1355,0.3498357264873297
2013_1153_1361,0.3448244104623583
2013_1153_1380,0.41457359558785
2013_1153_1387,0.37342369970805567
2013_1153_1388,0.3299292388122419
2013_1153_1393,0.32249825911450514
2013_1153_1396,0.32833846954017465
2013_1153_1417,0.2178182346359565
2013_1153_1424,0.29517800048579934
2013_1153_1433,0.34603268484068456
2013_1153_1434,0.34639414771015736
2013_1153_1437,0.48215470016920703
2013_1153_1443,0.5259242611682879
2013_1153_1455,0.32530831906204355
2013_1153_1458,0.481620183643777
2013_1160_1161,0.5394864203664659
2013_1160_1166,0.29224185465153835
2013_1160_1172,0.4294225056415616
2013_1160_1181,0.35165767406057874
2013_1160_1195,0.33858364793861
2013_1160_1196,0.3007063887692969
2013_1160_1207,0.3488336000781859
2013_1160_1211,0.25989268501807394
2013_1160_1217,0.38187993902564193
2013_1160_1228,0.604848768657094
2013_1160_1231,0.2962274164159214
2013_1160_1233,0.3325355290260177
2013_1160_1235,0.38136116647156537
2013_1160_1241,0.5669333681171236
2013_1160_1242,0.2623591415545038
2013_1160_1243,0.5009417413315069
2013_1160_1247,0.3968935544954394
2013_1160_1251,0.600433352256576
2013_1160_1254,0.3426470386637415
2013_1160_1257,0.29515102278813327
2013_1160_1266,0.39444357652497886
2013_1160_1272,0.26270575972640825
2013_1160_1274,0.3903069846124162
2013_1160_1276,0.4155581948784419
2013_1160_1277,0.3020018954781892
2013_1160_1278,0.4322822876070433
2013_1160_1279,0.43297429019192984
2013_1160_1281,0.3354409861492166
2013_1160_1285,0.4395459410585731
2013_1160_1292,0.40885012685396466
2013_1160_1299,0.6794490688257568
2013_1160_1301,0.2970308569543172
2013_1160_1307,0.42853441400507225
2013_1160_1308,0.4237150785621068
2013_1160_1314,0.4114010174014157
2013_1160_1322,0.4064413200123159
2013_1160_1323,0.33912685112956775
2013_1160_1326,0.3580498249822902
2013_1160_1328,0.5279446282917831
2013_1160_1329,0.37140649109251495
2013_1160_1332,0.3743559046914191
2013_1160_1334,0.6127660578078317
2013_1160_1338,0.36712416235155637
2013_1160_1355,0.40768900361261246
2013_1160_1361,0.46185746933854077
2013_1160_1380,0.5187866748845852
2013_1160_1387,0.4732091269744515
2013_1160_1388,0.3666069411796147
2013_1160_1393,0.39267079971257607
2013_1160_1396,0.388374609146831
2013_1160_1417,0.23580824525940014
2013_1160_1424,0.37171727777125757
2013_1160_1433,0.4039645122078401
2013_1160_1434,0.3915917792300397
2013_1160_1437,0.5948957136488724
2013_1160_1443,0.6636270664002016
2013_1160_1455,0.4064636716527015
2013_1160_1458,0.5325123312891684
2013_1161_1166,0.2982410557137004
2013_1161_1172,0.45828074791796214
2013_1161_1181,0.3648473395683305
2013_1161_1195,0.363274989278364
2013_1161_1196,0.31917840959075294
2013_1161_1207,0.38789839128476267
2013_1161_1211,0.2765924695202157
2013_1161_1217,0.37235885734036456
2013_1161_1228,0.5734030021587257
2013_1161_1231,0.3029232668739485
2013_1161_1233,0.37001301599854614
2013_1161_1235,0.3995647345524883
2013_1161_1241,0.5488183633514494
2013_1161_1242,0.27826443455931166
2013_1161_1243,0.4736351534901133
2013_1161_1247,0.39041679784864647
2013_1161_1251,0.5906718322873061
2013_1161_1254,0.35694070046505
2013_1161_1257,0.3061691682265338
2013_1161_1266,0.40055889125201904
2013_1161_1272,0.2746518853859399
2013_1161_1274,0.39569460114645866
2013_1161_1276,0.42479214799786974
2013_1161_1277,0.3136423837172258
2013_1161_1278,0.44993431769635767
2013_1161_1279,0.43488716200918603
2013_1161_1281,0.3495437608450752
2013_1161_1285,0.4196800139253598
2013_1161_1292,0.38007121646122427
2013_1161_1299,0.6505425239965962
2013_1161_1301,0.31130531951393753
2013_1161_1307,0.42860605734106305
2013_1161_1308,0.3954031564713839
2013_1161_1314,0.42831807725928833
2013_1161_1322,0.41849559840796546
2013_1161_1323,0.3514745166936161
2013_1161_1326,0.3761319445861507
2013_1161_1328,0.5219989179491149
2013_1161_1329,0.3769251723923382
2013_1161_1332,0.38193539638769103
2013_1161_1334,0.5810553923905715
2013_1161_1338,0.3749235997781898
2013_1161_1355,0.3914955381516536
2013_1161_1361,0.45510761647945963
2013_1161_1380,0.5126013965248782
2013_1161_1387,0.4882489378202112
2013_1161_1388,0.36436560919951966
2013_1161_1393,0.39485281262015204
2013_1161_1396,0.3935680458718102
2013_1161_1417,0.27188704923253765
2013_1161_1424,0.38568021301846594
2013_1161_1433,0.37467207486628235
2013_1161_1434,0.3900040861314608
2013_1161_1437,0.5588037672669728
2013_1161_1443,0.6380157233395654
2013_1161_1455,0.43166003203007597
2013_1161_1458,0.5263707534695433
2013_1166_1172,0.5602248301495794
2013_1166_1181,0.5798834608850707
2013_1166_1195,0.6149526665097684
2013_1166_1196,0.5292897460446045
2013_1166_1207,0.5932979314275003
2013_1166_1211,0.4567125517053688
2013_1166_1217,0.5513026123912844
2013_1166_1228,0.7761283104365397
2013_1166_1231,0.5089888300104904
2013_1166_1233,0.505152503469444
2013_1166_1235,0.5577104407827149
2013_1166_1241,0.7286707211591096
2013_1166_1242,0.4272512945489444
2013_1166_1243,0.6844400076275353
2013_1166_1247,0.5691782503807009
2013_1166_1251,0.7724678467400037
2013_1166_1254,0.5696235758096929
2013_1166_1257,0.5755190445215219
2013_1166_1266,0.5932112555799443
2013_1166_1272,0.44888513215872694
2013_1166_1274,0.5798440583647653
2013_1166_1276,0.5955387104723493
2013_1166_1277,0.5340718302719085
2013_1166_1278,0.6169652162721936
2013_1166_1279,0.6093807066653116
2013_1166_1281,0.49587926963148193
2013_1166_1285,0.5679046817479169
2013_1166_1292,0.6286690229498891
2013_1166_1299,0.8246619867073964
2013_1166_1301,0.5106649129251222
2013_1166_1307,0.6057289021252631
2013_1166_1308,0.5901541830462291
2013_1166_1314,0.6127810058782985
2013_1166_1322,0.7132460862557245
2013_1166_1323,0.5483689918498114
2013_1166_1326,0.574357276640071
2013_1166_1328,0.7043372744146058
2013_1166_1329,0.5643786946619975
2013_1166_1332,0.6461456261201611
2013_1166_1334,0.7165761382805552
2013_1166_1338,0.5884337973966003
2013_1166_1355,0.5004677070535369
2013_1166_1361,0.6194642156792407
2013_1166_1380,0.6999053643274181
2013_1166_1387,0.6570383017607098
2013_1166_1388,0.5658844320995537
2013_1166_1393,0.5633934346488533
2013_1166_1396,0.6133225371048361
2013_1166_1417,0.48338235518113437
2013_1166_1424,0.539686529281431
2013_1166_1433,0.5789419298873244
2013_1166_1434,0.5699385938301327
2013_1166_1437,0.7232973955810235
2013_1166_1443,0.7820848416785041
2013_1166_1455,0.6114053421933945
2013_1166_1458,0.6824240949321728
2013_1172_1181,0.4913083046224449
2013_1172_1195,0.4365305661744246
2013_1172_1196,0.44283301814524945
2013_1172_1207,0.48970587783557806
2013_1172_1211,0.4223187392887641
2013_1172_1217,0.4786521502538363
2013_1172_1228,0.6432433521883862
2013_1172_1231,0.43687751328585617
2013_1172_1233,0.4329534363800019
2013_1172_1235,0.5005355486002004
2013_1172_1241,0.6286091426895988
2013_1172_1242,0.3617816201617483
2013_1172_1243,0.5893932586926716
2013_1172_1247,0.47068280063345674
2013_1172_1251,0.6584784408207626
2013_1172_1254,0.48307008402673096
2013_1172_1257,0.39723309985270067
2013_1172_1266,0.5132444029531098
2013_1172_1272,0.34879725362663777
2013_1172_1274,0.5303930753709623
2013_1172_1276,0.5470340899471203
2013_1172_1277,0.4134302657689324
2013_1172_1278,0.5055898687040631
2013_1172_1279,0.5101301518641658
2013_1172_1281,0.43373340992983805
2013_1172_1285,0.5448009451391195
2013_1172_1292,0.5181919965708351
2013_1172_1299,0.706704780721067
2013_1172_1301,0.4420416303727849
2013_1172_1307,0.5377253796432852
2013_1172_1308,0.5635691485967498
2013_1172_1314,0.5036973191338894
2013_1172_1322,0.5449144221075335
2013_1172_1323,0.4990161532371155
2013_1172_1326,0.4577309086713152
2013_1172_1328,0.583275837910274
2013_1172_1329,0.4532917690599329
2013_1172_1332,0.4432727916051958
2013_1172_1334,0.6336286544810279
2013_1172_1338,0.5036715161873943
2013_1172_1355,0.5057166064176579
2013_1172_1361,0.5381769269822745
